structure_id,landscape_scenario_id,ead_fwoa_year00,ead_fwoa_year01,ead_fwoa_year02,ead_fwoa_year03,ead_fwoa_year04,ead_fwoa_year05,ead_fwoa_year06,ead_fwoa_year07,ead_fwoa_year08,ead_fwoa_year09,ead_fwoa_year10,ead_fwoa_year11,ead_fwoa_year12,ead_fwoa_year13,ead_fwoa_year14,ead_fwoa_year15,ead_fwoa_year16,ead_fwoa_year17,ead_fwoa_year18,ead_fwoa_year19,ead_fwoa_year20,ead_fwoa_year21,ead_fwoa_year22,ead_fwoa_year23,ead_fwoa_year24,ead_fwoa_year25,ead_fwoa_year26,ead_fwoa_year27,ead_fwoa_year28,ead_fwoa_year29,ead_fwoa_year30,ead_fwoa_year31,ead_fwoa_year32,ead_fwoa_year33,ead_fwoa_year34,ead_fwoa_year35,ead_fwoa_year36,ead_fwoa_year37,ead_fwoa_year38,ead_fwoa_year39,ead_fwoa_year40,ead_fwoa_year41,ead_fwoa_year42,ead_fwoa_year43,ead_fwoa_year44,ead_fwoa_year45,ead_fwoa_year46,ead_fwoa_year47,ead_fwoa_year48,ead_fwoa_year49,ead_fwoa_year50
2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4077352591476,60.81547051829519,91.2232057774428,121.6309410365904,152.038676295738,182.4464115548856,212.8541468140332,243.2618820731808,273.6696173323284,304.077352591476
4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1977446497614,22.3954892995228,33.5932339492842,44.7909785990456,55.988723248807005,67.1864678985684,78.3842125483298,89.5819571980912,100.7797018478526,111.977446497614,155.3274807092462,198.6775149208784,242.0275491325106,285.3775833441428,328.727617555775,372.0776517674073,415.4276859790394,458.7777201906716,502.1277544023038,545.477788613936,604.8984429214383,664.3190972289408,723.7397515364432,783.1604058439456,842.5810601514479,902.0017144589503,961.4223687664528,1020.8430230739552,1080.2636773814577,1139.68433168896
7.0,7.0,326.679472107121,327.485932179365,328.292392251609,329.098852323853,329.905312396097,330.711772468341,331.518232540585,332.324692612829,333.131152685073,333.93761275731697,334.744072829561,335.3284833539238,335.9128938782866,336.4973044026494,337.0817149270122,337.666125451375,338.2505359757378,338.8349465001006,339.4193570244634,340.0037675488262,340.588178073189,339.9218798085763,339.2555815439636,338.5892832793509,337.92298501473823,337.2566867501255,336.5903884855128,335.9240902209001,335.2577919562874,334.5914936916747,333.925195427062,334.8919309659376,335.85866650481324,336.8254020436888,337.7921375825644,338.75887312144005,339.72560866031563,340.6923441991912,341.6590797380668,342.62581527694243,343.592550815818,347.31226787910634,351.0319849423946,354.7517020056829,358.4714190689712,362.19113613225954,365.9108531955478,369.6305702588361,373.3502873221244,377.0700043854128,380.789721448701
8.0,7.0,5.62832564556585,6.950142232668095,8.27195881977034,9.593775406872584,10.91559199397483,12.237408581077077,13.55922516817932,14.881041755281569,16.202858342383813,17.524674929486054,18.8464915165883,20.94911660650288,23.051741696417466,25.15436678633204,27.256991876246623,29.3596169661612,31.46224205607578,33.56486714599036,35.667492235904945,37.77011732581952,39.8727424157341,52.87515361759729,65.87756481946047,78.87997602132367,91.88238722318684,104.88479842505004,117.88720962691325,130.88962082877643,143.8920320306396,156.8944432325028,169.896854434366,217.7492993898136,265.6017443452612,313.45418930070883,361.3066342561564,409.159079211604,457.0115241670517,504.86396912249927,552.7164140779469,600.5688590333945,648.421303988842,740.8196051015789,833.2179062143157,925.6162073270524,1018.0145084397892,1110.412809552526,1202.8111106652627,1295.2094117779995,1387.6077128907364,1480.0060140034732,1572.40431511621
9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,7.0,1483.89458752728,1512.108351166122,1540.322114804964,1568.535878443806,1596.749642082648,1624.9634057214898,1653.1771693603318,1681.390932999174,1709.604696638016,1737.818460276858,1766.0322239157,1815.96569945413,1865.89917499256,1915.83265053099,1965.76612606942,2015.69960160785,2065.63307714628,2115.5665526847097,2165.50002822314,2215.43350376157,2265.3669793,2342.8191888553,2420.2713984106,2497.7236079659,2575.1758175212,2652.6280270765,2730.0802366318,2807.5324461871,2884.9846557424,2962.4368652977,3039.889074853,3184.7141471698537,3329.539219486708,3474.3642918035616,3619.189364120416,3764.01443643727,3908.839508754124,4053.664581070978,4198.489653387832,4343.314725704686,4488.13979802154,4778.178958285834,5068.218118550128,5358.257278814422,5648.2964390787165,5938.3355993430105,6228.374759607304,6518.413919871598,6808.453080135892,7098.492240400186,7388.53140066448
17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,7.0,17.6779065147812,20.54848376072605,23.4190610066709,26.28963825261575,29.1602154985606,32.03079274450545,34.9013699904503,37.77194723639515,40.64252448234,43.51310172828485,46.3836789742297,52.06569484247443,57.74771071071916,63.42972657896389,69.11174244720863,74.79375831545335,80.47577418369808,86.15779005194281,91.83980592018752,97.52182178843228,103.203837656677,109.9496071859748,116.6953767152726,123.4411462445704,130.1869157738682,136.932685303166,143.6784548324638,150.4242243617616,157.1699938910594,163.9157634203572,170.661532949655,239.6914802182933,308.7214274869316,377.7513747555699,446.7813220242082,515.8112692928464,584.8412165614848,653.8711638301231,722.9011110987614,791.9310583673997,860.961005636038,949.4016540078602,1037.8423023796825,1126.2829507515046,1214.7235991233267,1303.164247495149,1391.6048958669712,1480.0455442387934,1568.4861926106155,1656.926840982438,1745.36748935426
19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425683627587079,0.851367255174158,1.277050882761237,1.702734510348316,2.128418137935395,2.554101765522474,2.979785393109553,3.405469020696632,3.831152648283711,4.25683627587079,6.649368696177271,9.041901116483752,11.434433536790234,13.826965957096714,16.219498377403195,18.61203079770968,21.00456321801616,23.39709563832264,25.78962805862912,28.1821604789356
20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82583988745498,3.65167977490996,5.477519662364941,7.303359549819921,9.1291994372749,10.95503932472988,12.78087921218486,14.60671909963984,16.432558987094822,18.2583988745498
21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.408185012761,0.816370025522,1.224555038283,1.632740051044,2.040925063805,2.449110076566,2.857295089327,3.265480102088,3.673665114849,4.08185012761,4.71775901898915,5.3536679103683,5.98957680174745,6.6254856931266,7.26139458450575,7.8973034758849,8.53321236726405,9.1691212586432,9.80503015002235,10.4409390414015
23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98158174043198,1.96316348086396,2.94474522129594,3.92632696172792,4.9079087021599,5.88949044259188,6.87107218302386,7.85265392345584,8.83423566388782,9.8158174043198,11.89531142302524,13.97480544173068,16.05429946043612,18.13379347914156,20.213287497847,22.29278151655244,24.372275535257884,26.451769553963324,28.531263572668763,30.6107575913742,51.57655039204057,72.54234319270695,93.50813599337332,114.47392879403972,135.4397215947061,156.40551439537248,177.37130719603886,198.33709999670523,219.3028927973716,240.268685598038,316.8759924702172,393.4832993423964,470.0906062145756,546.6979130867547,623.305219958934,699.9125268311132,776.5198337032924,853.1271405754716,929.7344474476508,1006.34175431983
24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1848525905865,54.369705181173,81.5545577717595,108.739410362346,135.9242629529325,163.109115543519,190.2939681341055,217.478820724692,244.6636733152785,271.848525905865,370.9957566981925,470.14298749052,569.2902182828475,668.437449075175,767.5846798675025,866.73191065983,965.8791414521576,1065.026372244485,1164.1736030368124,1263.32083382914
25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16210846917903,2.32421693835806,3.48632540753709,4.64843387671612,5.81054234589515,6.97265081507418,8.13475928425321,9.29686775343224,10.45897622261127,11.6210846917903,14.3428660967961,17.0646475018019,19.7864289068077,22.5082103118135,25.2299917168193,27.9517731218251,30.6735545268309,33.3953359318367,36.1171173368425,38.8388987418483
26.0,7.0,2.54095093962096,3.270429805095734,3.999908670570508,4.729387536045282,5.458866401520057,6.18834526699483,6.917824132469605,7.647302997944378,8.376781863419152,9.106260728893924,9.8357395943687,10.26926893587298,10.70279827737726,11.13632761888154,11.56985696038582,12.0033863018901,12.43691564339438,12.87044498489866,13.30397432640294,13.73750366790722,14.1710330094115,20.97564918625806,27.78026536310462,34.58488153995118,41.38949771679774,48.1941138936443,54.99873007049087,61.80334624733742,68.60796242418398,75.41257860103053,82.2171947778771,99.92744373953678,117.63769270119649,135.34794166285616,153.05819062451587,170.76843958617553,188.47868854783525,206.1889375094949,223.89918647115465,241.6094354328143,259.319684394474,285.7213632895081,312.1230421845422,338.5247210795763,364.9263999746104,391.3280788696445,417.7297577646786,444.1314366597127,470.5331155547468,496.9347944497809,523.336473344815
27.0,7.0,0.0,0.8077324903741611,1.615464980748322,2.4231974711224837,3.230929961496644,4.038662451870805,4.846394942244967,5.654127432619127,6.4618599229932885,7.26959241336745,8.07732490374161,8.984601677464909,9.891878451188209,10.799155224911509,11.706431998634804,12.613708772358104,13.520985546081404,14.428262319804702,15.335539093528002,16.242815867251302,17.1500926409746,19.000602897587655,20.85111315420072,22.70162341081378,24.55213366742684,26.4026439240399,28.25315418065296,30.10366443726602,31.95417469387908,33.804684950492145,35.6551952071052,69.14618543292968,102.63717565875416,136.12816588457866,169.61915611040314,203.1101463362276,236.6011365620521,270.09212678787657,303.58311701370104,337.0741072395255,370.56509746535,435.435589100896,500.306080736442,565.176572371988,630.047064007534,694.91755564308,759.788047278626,824.658538914172,889.5290305497181,954.399522185264,1019.27001382081
28.0,7.0,3.98033623944574,4.902394569616326,5.8244528997869125,6.746511229957498,7.668569560128084,8.59062789029867,9.512686220469256,10.434744550639843,11.356802880810427,12.278861210981017,13.200919541151602,21.82376514490123,30.446610748650865,39.069456352400486,47.69230195615012,56.31514755989975,64.93799316364938,73.560838767399,82.18368437114864,90.80652997489828,99.4293755786479,108.75905790642642,118.08874023420492,127.41842256198343,136.74810488976195,146.07778721754045,155.40746954531895,164.73715187309747,174.06683420087597,183.3965165286545,192.72619885643303,229.2577167411748,265.7892346259166,302.3207525106584,338.8522703954002,375.383788280142,411.9153061648838,448.44682404962566,484.97834193436745,521.5098598191092,558.041377703851,573.4163422290549,588.7913067542586,604.1662712794624,619.5412358046663,634.91620032987,650.2911648550738,665.6661293802777,681.0410939054815,696.4160584306852,711.791022955889
29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7939728147989029,1.5879456295978058,2.3819184443967085,3.175891259195612,3.969864073994515,4.763836888793417,5.55780970359232,6.351782518391223,7.145755333190127,7.93972814798903,8.784828198696857,9.629928249404683,10.47502830011251,11.320128350820337,12.165228401528164,13.010328452235992,13.85542850294382,14.700528553651646,15.545628604359472,16.3907286550673,33.936187404225166,51.48164615338304,69.02710490254091,86.57256365169877,104.11802240085666,121.66348115001452,139.20893989917238,156.75439864833027,174.29985739748813,191.845316146646
31.0,7.0,39727.8877740862,39740.30709195232,39752.72640981844,39765.14572768456,39777.56504555068,39789.9843634168,39802.40368128292,39814.82299914904,39827.24231701516,39839.66163488128,39852.0809527474,39828.38011345284,39804.67927415828,39780.97843486372,39757.27759556916,39733.57675627461,39709.87591698004,39686.17507768548,39662.474238390925,39638.77339909636,39615.0725598018,39915.05574301,40215.0389262182,40515.022109426405,40815.0052926346,41114.9884758428,41414.971659051,41714.9548422592,42014.9380254674,42314.9212086756,42614.9043918838,42885.200329944,43155.4962680042,43425.7922060644,43696.0881441246,43966.3840821848,44236.680020245,44506.9759583052,44777.2718963654,45047.5678344256,45317.8637724858,45932.43857271441,46547.013372943016,47161.58817317163,47776.16297340024,48390.73777362885,49005.31257385746,49619.88737408607,50234.462174314685,50849.03697454329,51463.6117747719
32.0,7.0,4324.90343897279,4431.828414796899,4538.753390621008,4645.678366445118,4752.603342269226,4859.528318093335,4966.453293917444,5073.378269741554,5180.303245565662,5287.228221389771,5394.15319721388,5569.080472657148,5744.007748100416,5918.935023543684,6093.862298986952,6268.7895744302205,6443.716849873488,6618.644125316756,6793.571400760024,6968.498676203292,7143.42595164656,7408.401397901531,7673.376844156502,7938.352290411472,8203.327736666444,8468.303182921414,8733.278629176386,8998.254075431356,9263.229521686328,9528.2049679413,9793.18041419627,10255.702453551225,10718.224492906176,11180.746532261128,11643.26857161608,12105.790610971037,12568.312650325988,13030.834689680942,13493.356729035895,13955.878768390849,14418.4008077458,15246.66066661026,16074.92052547472,16903.180384339183,17731.44024320364,18559.700102068105,19387.95996093256,20216.21981979702,21044.47967866148,21872.739537525944,22700.9993963904
33.0,7.0,96120.1390755171,95057.14023336316,93994.14139120924,92931.14254905532,91868.14370690138,90805.14486474745,89742.14602259353,88679.1471804396,87616.14833828567,86553.14949613174,85490.1506539778,84458.46107381037,83426.77149364293,82395.08191347549,81363.39233330805,80331.7027531406,79300.01317297317,78268.32359280573,77236.63401263829,76204.94443247085,75173.2548523034,74301.86253430312,73430.47021630283,72559.07789830254,71687.68558030225,70816.29326230194,69944.90094430165,69073.50862630137,68202.11630830108,67330.72399030079,66459.3316723005,65867.40912522751,65275.48657815452,64683.56403108153,64091.64148400853,63499.71893693555,62907.79638986256,62315.873842789566,61723.95129571658,61132.02874864359,60540.1062015706,59981.579480244895,59423.0527589192,58864.526037593496,58305.9993162678,57747.4725949421,57188.9458736164,56630.4191522907,56071.892430965,55513.3657096393,54954.8389883136
34.0,7.0,4980.22895539815,5056.883224440266,5133.537493482382,5210.191762524498,5286.846031566614,5363.50030060873,5440.154569650846,5516.808838692962,5593.463107735078,5670.117376777194,5746.77164581931,5928.882026143268,6110.992406467226,6293.102786791184,6475.213167115142,6657.3235474391,6839.433927763058,7021.544308087015,7203.654688410974,7385.765068734932,7567.87544905889,7843.372893991951,8118.870338925012,8394.367783858073,8669.865228791134,8945.362673724196,9220.860118657256,9496.357563590318,9771.855008523378,10047.35245345644,10322.8498983895,10616.54079017546,10910.23168196142,11203.92257374738,11497.61346553334,11791.3043573193,12084.99524910526,12378.68614089122,12672.37703267718,12966.06792446314,13259.7588162491,14172.91847060599,15086.07812496288,15999.23777931977,16912.39743367666,17825.55708803355,18738.71674239044,19651.876396747328,20565.03605110422,21478.195705461112,22391.355359818
35.0,7.0,1068.89974129704,1088.336316918313,1107.772892539586,1127.209468160859,1146.646043782132,1166.082619403405,1185.519195024678,1204.9557706459511,1224.392346267224,1243.828921888497,1263.26549750977,1298.54202192631,1333.81854634285,1369.09507075939,1404.37159517593,1439.64811959247,1474.92464400901,1510.20116842555,1545.4776928420902,1580.75421725863,1616.03074167517,1684.0422715296431,1752.053801384116,1820.065331238589,1888.076861093062,1956.0883909475351,2024.099920802008,2092.111450656481,2160.122980510954,2228.134510365427,2296.1460402199,2376.769591474154,2457.393142728408,2538.016693982662,2618.640245236916,2699.26379649117,2779.887347745424,2860.510898999678,2941.1344502539323,3021.758001508186,3102.38155276244,3298.606270191155,3494.83098761987,3691.055705048585,3887.280422477301,4083.5051399060153,4279.729857334731,4475.954574763446,4672.179292192161,4868.404009620876,5064.62872704959
45.0,7.0,23.6059466092508,49.26659142891282,74.92723624857484,100.58788106823684,126.24852588789886,151.9091707075609,177.5698155272229,203.2304603468849,228.8911051665469,254.55174998620896,280.212394805871,329.0736497038706,377.9349046018702,426.7961594998698,475.6574143978694,524.518669295869,573.3799241938686,622.2411790918682,671.1024339898679,719.9636888878674,768.824943785867,801.0013610629463,833.1777783400256,865.3541956171049,897.5306128941843,929.7070301712636,961.8834474483428,994.059864725422,1026.2362820025014,1058.4126992795807,1090.58911655666,1154.89967319816,1219.21022983966,1283.52078648116,1347.83134312266,1412.14189976416,1476.45245640566,1540.76301304716,1605.07356968866,1669.38412633016,1733.69468297166,1739.309744246982,1744.924805522304,1750.539866797626,1756.154928072948,1761.76998934827,1767.3850506235922,1773.0001118989142,1778.615173174236,1784.230234449558,1789.84529572488
46.0,7.0,193.7353608247,205.1945213667807,216.6536819088614,228.11284245094208,239.5720029930228,251.03116353510347,262.4903240771842,273.9494846192649,285.4086451613456,296.86780570342626,308.326966245507,331.7779127960363,355.2288593465656,378.67980589709487,402.1307524476242,425.5816989981535,449.0326455486828,472.4835920992121,495.9345386497414,519.3854852002708,542.8364317508,555.559540014139,568.282648277478,581.005756540817,593.7288648041559,606.4519730674949,619.175081330834,631.898189594173,644.621297857512,657.344406120851,670.06751438419,687.7609116904293,705.4543089966687,723.1477063029082,740.8411036091476,758.534500915387,776.2278982216263,793.9212955278657,811.6146928341052,829.3080901403446,847.001487446584,886.3942496501935,925.7870118538032,965.1797740574128,1004.5725362610224,1043.9652984646318,1083.3580606682417,1122.7508228718511,1162.1435850754606,1201.5363472790702,1240.92910948268
47.0,7.0,17262.1336324509,17403.96767031628,17545.801708181658,17687.63574604704,17829.46978391242,17971.3038217778,18113.13785964318,18254.97189750856,18396.80593537394,18538.63997323932,18680.4740111047,19338.23283431255,19995.9916575204,20653.75048072825,21311.5093039361,21969.26812714395,22627.0269503518,23284.78577355965,23942.5445967675,24600.303419975357,25258.0622431832,26000.7784340164,26743.4946248496,27486.210815682804,28228.927006516,28971.6431973492,29714.3593881824,30457.075579015604,31199.7917698488,31942.507960682,32685.2241515152,34062.98467089827,35440.74519028134,36818.50570966441,38196.26622904749,39574.02674843055,40951.78726781362,42329.54778719669,43707.30830657976,45085.06882596283,46462.8293453459,47029.1786482162,47595.5279510865,48161.8772539568,48728.226556827096,49294.5758596974,49860.9251625677,50427.274465438,50993.623768308295,51559.9730711786,52126.3223740489
48.0,7.0,767.461437859859,776.4343569482911,785.4072760367231,794.3801951251553,803.3531142135873,812.3260333020195,821.2989523904516,830.2718714788837,839.2447905673158,848.2177096557479,857.19062874418,875.594160950476,893.997693156772,912.401225363068,930.804757569364,949.20828977566,967.611821981956,986.015354188252,1004.418886394548,1022.822418600844,1041.22595080714,1069.016369553437,1096.806788299734,1124.597207046031,1152.387625792328,1180.1780445386248,1207.968463284922,1235.758882031219,1263.549300777516,1291.3397195238128,1319.13013827011,1387.091004247712,1455.051870225314,1523.012736202916,1590.973602180518,1658.93446815812,1726.895334135722,1794.856200113324,1862.817066090926,1930.777932068528,1998.73879804613,2096.9481070183247,2195.15741599052,2293.366724962715,2391.57603393491,2489.7853429071047,2587.9946518793,2686.203960851495,2784.41326982369,2882.6225787958847,2980.83188776808
49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0902417723065752,0.1804835446131504,0.2707253169197255,0.3609670892263008,0.451208861532876,0.5414506338394511,0.6316924061460264,0.7219341784526015,0.8121759507591767,0.902417723065752
56.0,7.0,971.708494333441,1055.140156217633,1138.5718181018249,1222.0034799860168,1305.4351418702086,1388.8668037544005,1472.2984656385925,1555.7301275227842,1639.1617894069764,1722.593451291168,1806.02511317536,1848.608041987394,1891.190970799428,1933.773899611462,1976.356828423496,2018.93975723553,2061.522686047564,2104.105614859598,2146.688543671632,2189.271472483666,2231.8544012957,2282.390626319506,2332.926851343312,2383.463076367118,2433.999301390924,2484.53552641473,2535.071751438536,2585.607976462342,2636.144201486148,2686.680426509954,2737.21665153376,2781.336908645502,2825.457165757244,2869.577422868986,2913.697679980728,2957.81793709247,3001.938194204212,3046.058451315954,3090.178708427696,3134.298965539438,3178.41922265118,3356.496258822693,3534.5732949942058,3712.650331165719,3890.727367337232,4068.804403508745,4246.881439680257,4424.95847585177,4603.035512023283,4781.112548194797,4959.18958436631
57.0,7.0,120.284243358446,140.6126932037667,160.9411430490874,181.2695928944081,201.5980427397288,221.92649258504952,242.2549424303702,262.58339227569087,282.9118421210116,303.2402919663323,323.568741811653,347.1584335681859,370.7481253247188,394.3378170812517,417.9275088377846,441.5172005943175,465.1068923508504,488.6965841073833,512.2862758639162,535.875967620449,559.465659376982,617.9259387611057,676.3862181452296,734.8464975293534,793.3067769134772,851.7670562976009,910.2273356817248,968.6876150658486,1027.1478944499722,1085.6081738340963,1144.06845321822,1189.78169148381,1235.4949297494,1281.20816801499,1326.92140628058,1372.63464454617,1418.34788281176,1464.06112107735,1509.77435934294,1555.48759760853,1601.20083587412,1707.204853622193,1813.208871370266,1919.212889118339,2025.216906866412,2131.220924614485,2237.224942362558,2343.2289601106318,2449.232977858704,2555.236995606777,2661.24101335485
59.0,7.0,350.148367539488,404.5375892807998,458.9268110221116,513.3160327634234,567.7052545047352,622.094476246047,676.4836979873587,730.8729197286706,785.2621414699825,839.6513632112942,894.040584952606,902.0299023486252,910.0192197446446,918.008537140664,925.9978545366832,933.9871719327024,941.9764893287218,949.9658067247412,957.9551241207604,965.9444415167798,973.933758912799,1000.997302382458,1028.0608458521172,1055.1243893217763,1082.1879327914353,1109.2514762610945,1136.3150197307536,1163.3785632004126,1190.4421066700718,1217.5056501397307,1244.56919360939,1253.084988863423,1261.600784117456,1270.116579371489,1278.632374625522,1287.148169879555,1295.663965133588,1304.179760387621,1312.695555641654,1321.211350895687,1329.72714614972,1417.029928511668,1504.3327108736162,1591.635493235564,1678.938275597512,1766.2410579594602,1853.543840321408,1940.846622683356,2028.1494050453043,2115.4521874072525,2202.7549697692
109.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692000620998731,1.384001241997462,2.0760018629961934,2.768002483994924,3.460003104993655,4.152003725992387,4.844004346991118,5.536004967989848,6.228005588988579,6.92000620998731,8.470717851013259,10.021429492039209,11.572141133065156,13.122852774091106,14.673564415117054,16.224276056143005,17.774987697168953,19.3256993381949,20.87641097922085,22.4271226202468,38.81134952446932,55.19557642869184,71.57980333291437,87.96403023713688,104.3482571413594,120.73248404558194,137.11671094980446,153.50093785402697,169.8851647582495,186.269391662472,245.1992394507004,304.12908723892883,363.0589350271572,421.9887828153856,480.918630603614,539.8484783918424,598.7783261800707,657.7081739682992,716.6380217565276,775.567869544756
110.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
